web-scraper-order,web-scraper-start-url,link,link-href,title,area,price,rooms,address,advertiser
"1598196096-814","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=32&rows=100","3 Zimmer - 90m2 - Balkon - Herz Jesu Viertel .!.","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/3-zimmer-90m2-balkon-herz-jesu-viertel-357062755/","3 Zimmer - 90m2 - Balkon - Herz Jesu Viertel .!.","90 m","890,-","3 Zimmer","8010
    
    
        Graz","WAW Immobilienservices"
"1598196122-1757","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=23&rows=100","2 Zimmer - Nähe LKH und Med. Uni Graz - Stiftingtal - privat","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/2-zimmer-naehe-lkh-und-med-uni-graz-stiftingtal-privat-399393412/","2 Zimmer - Nähe LKH und Med. Uni Graz - Stiftingtal - privat","52 m","630,-","2 Zimmer","8010
    
    
        Graz","Privat"
"1598196147-2676","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=14&rows=100","Sonniger und ruhiger Erstbezug bei FH Eggenberg","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/sonniger-und-ruhiger-erstbezug-bei-fh-eggenberg-402142186/","Sonniger und ruhiger Erstbezug bei FH Eggenberg","80 m","833,50","3 Zimmer","8020
    
    
        Graz","grazial.at - Ihre Immobilienvermittlung"
"1598196099-938","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=31&rows=100","Helle, gemütliche 2 Zimmer-Wohnung in Geidorf zentral gelegen in Lendplatz und Uni´s-Nähe!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/helle-gemuetliche-2-zimmer-wohnung-in-geidorf-zentral-gelegen-in-lendplatz-und-unis-naehe-391199393/","Helle, gemütliche 2 Zimmer-Wohnung in Geidorf zentral gelegen in Lendplatz und Uni´s-Nähe!","36 m","455,-","2 Zimmer","8010
    
    
        Geidorf","Steindorff Immobilien GmbH"
"1598196093-768","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=33&rows=100","Stubenberggasse 6/6 - 4 Zimmerwohnung im Herzen der Grazer Altstadt","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/stubenberggasse-6-6-4-zimmerwohnung-im-herzen-der-grazer-altstadt-336085723/","Stubenberggasse 6/6 - 4 Zimmerwohnung im Herzen der Grazer Altstadt","90 m","786,06","4 Zimmer","8010
    
    
        Graz","Wesiak Gesellschaft m.b.H."
"1598196136-2216","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=18&rows=100","Hübsche Wohnung mit 3 Zimmern! PROVISIONSFREI!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/huebsche-wohnung-mit-3-zimmern-provisionsfrei-393943466/","Hübsche Wohnung mit 3 Zimmern! PROVISIONSFREI!","72 m","873,46","3 Zimmer","8053
    
    
        Graz","Rustler Immobilientreuhand GesmbH"
"1598196167-3302","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=7&rows=100","Sonniges, schönes möbliertes 12 m² Zimmer in Wohnung mit Balkon, Gemeinschaftszimmer, 2x WC, Bad, Keller etc.","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/sonniges-schoenes-moebliertes-12-m-zimmer-in-wohnung-mit-balkon-gemeinschaftszimmer-2x-wc-bad-keller-etc-401961257/","Sonniges, schönes möbliertes 12 m² Zimmer in Wohnung mit Balkon, Gemeinschaftszimmer, 2x WC, Bad, Keller etc.","111 m","330,-","5 Zimmer","8020
    
    
        Graz","Privat"
"1598196161-3117","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=9&rows=100","*PROVISIONSFREI*!* WEITBLICK ÜBER GRAZ und AUF SCHLOSSBERG! ALLES TOP SANIERT! TOP AUFTEILUNG...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/-provisionsfrei-weitblick-ueber-graz-und-auf-schlossberg-alles-top-saniert-top-aufteilung-ab-september-verfuegbar-401761897/","*PROVISIONSFREI*!* WEITBLICK ÜBER GRAZ und AUF SCHLOSSBERG! ALLES TOP SANIERT! TOP AUFTEILUNG...","71 m","794,41","2 Zimmer","8020
    
    
        Graz","PW Projekt Wohnen"
"1598196116-1493","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=25&rows=100","großzügige 3-Zimmer-Altbauwohnung mit 2 Balkonen in Geidorf - Nähe Geidorfplatz/ UNI","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/grosszuegige-3-zimmer-altbauwohnung-mit-2-balkonen-in-geidorf-naehe-geidorfplatz-uni-392452271/","großzügige 3-Zimmer-Altbauwohnung mit 2 Balkonen in Geidorf - Nähe Geidorfplatz/ UNI","103 m","1.084,88","3 Zimmer","8010
    
    
        Graz","First-Class Realitäten GmbH"
"1598196119-1624","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=24&rows=100","BH5A","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/bh5a-386305203/","BH5A","133 m","1.595,03","3 Zimmer","8010
    
    
        Graz","Haring Immobilien Treuhand GmbH"
"1598196141-2399","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=16&rows=100","Provisionsfrei: Erstbezug, Sonniger 3 ZIMMER-Altbau + neue Einbauküche + Lift!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/provisionsfrei-erstbezug-sonniger-3-zimmer-altbau-neue-einbaukueche-lift-400901398/","Provisionsfrei: Erstbezug, Sonniger 3 ZIMMER-Altbau + neue Einbauküche + Lift!","78 m","845,-","3 Zimmer","8051
    
    
        Gösting","Gewerblicher Anbieter"
"1598196178-3762","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=3&rows=100","Gösting - 40m² - 2 Zimmer","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/goesting-40m-2-zimmer-401787417/","Gösting - 40m² - 2 Zimmer","40 m","489,92","2 Zimmer","8051
    
    
        Gösting","C&P Immobilien AG"
"1598196164-3261","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=8&rows=100","Großzügige, helle 4-Zimmerwohnung/ Ordination/ WG, direkt im Zentrum von Graz,","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/grosszuegige-helle-4-zimmerwohnung-ordination-wg-direkt-im-zentrum-von-graz-401781187/","Großzügige, helle 4-Zimmerwohnung/ Ordination/ WG, direkt im Zentrum von Graz,","136 m","1.458,-","4 Zimmer","8010
    
    
        Graz","Petra Nemecz Immobilien"
"1598196167-3371","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=7&rows=100","2-Zimmer-Wohnung (50m2) hell, in zentraler Lage Nähe TU für Singles oder Pärchen ab sofort zu vermieten","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/2-zimmer-wohnung-50m2-hell-in-zentraler-lage-naehe-tu-fuer-singles-oder-paerchen-ab-sofort-zu-vermieten-389070323/","2-Zimmer-Wohnung (50m2) hell, in zentraler Lage Nähe TU für Singles oder Pärchen ab sofort zu vermieten","50 m","493,88","2 Zimmer","8010
    
    
        Graz","ZIRM IMMOBILIEN GMBH"
"1598196105-1137","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=29&rows=100","3-Zimmer-Mietwohnung in Andritz","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/3-zimmer-mietwohnung-in-andritz-367384013/","3-Zimmer-Mietwohnung in Andritz","85 m","957,47","null","8045
    
    
        Andritz","ENW Gem. Wohnungsges.m.b.H."
"1598196107-1276","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=28&rows=100","Graz Oberandritz - schöne 2 Zimmer Wohnung €692, - inkl. BK, HK, WW u. MwSt.","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/graz-oberandritz-schoene-2-zimmer-wohnung-euro-692-inkl-bk-hk-ww-u-mwst-398419017/","Graz Oberandritz - schöne 2 Zimmer Wohnung €692, - inkl. BK, HK, WW u. MwSt.","63 m","692,-","2 Zimmer","8045
    
    
        Graz","Privat"
"1598196164-3208","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=8&rows=100","TOP LAGE in ST. PETER!! TOP AUFGETEILTE 4-ZIMMER-WOHNUNG* MIT SONNIGEM WEST-BALKON!!* AB...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/top-lage-in-st-peter-top-aufgeteilte-4-zimmer-wohnung-mit-sonnigem-west-balkon-ab-sofort-verfuegbar-401833734/","TOP LAGE in ST. PETER!! TOP AUFGETEILTE 4-ZIMMER-WOHNUNG* MIT SONNIGEM WEST-BALKON!!* AB...","90 m","899,58","4 Zimmer","8010
    
    
        Graz","PW Projekt Wohnen"
"1598196136-2182","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=18&rows=100","Fabelhafter Balkontraum in Eggenberg!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/fabelhafter-balkontraum-in-eggenberg-368112804/","Fabelhafter Balkontraum in Eggenberg!","56 m","754,29","2 Zimmer","8020
    
    
        Graz","Rustler Immobilientreuhand GesmbH"
"1598196150-2721","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=13&rows=100","Sympathische Kompaktwohnung in Liebenau/ Kadettengasse","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/sympathische-kompaktwohnung-in-liebenau-kadettengasse-388456959/","Sympathische Kompaktwohnung in Liebenau/ Kadettengasse","38 m","420,-","1 Zimmer","8041
    
    
        Graz","Mag. Stefan Gaspar Realitäten Management KG"
"1598196178-3687","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=3&rows=100","2-Zimmer Wohnung - provisionsfrei","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/2-zimmer-wohnung-provisionsfrei-402197909/","2-Zimmer Wohnung - provisionsfrei","68 m","730,-","2 Zimmer","8053
    
    
        Straßgang","Privat"
"1598196133-2124","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=19&rows=100","Provisionsfreie 2-Zimmerwohnung über den Dächern von Graz","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/provisionsfreie-2-zimmerwohnung-ueber-den-daechern-von-graz-400181928/","Provisionsfreie 2-Zimmerwohnung über den Dächern von Graz","62 m","705,96","2 Zimmer","8010
    
    
        Graz","Privat"
"1598196082-305","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=37&rows=100","Erstbezug 2-Zimmer Wohnung in Waltendorf","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/erstbezug-2-zimmer-wohnung-in-waltendorf-395980946/","Erstbezug 2-Zimmer Wohnung in Waltendorf","55 m","743,-","2 Zimmer","8010
    
    
        Waltendorf","Privat"
"1598196161-3124","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=9&rows=100","Geidorf Nähe Uni: Wunderschöne Garconniere in ruhiger Lage! Ab sofort!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/geidorf-naehe-uni-wunderschoene-garconniere-in-ruhiger-lage-ab-sofort-401980232/","Geidorf Nähe Uni: Wunderschöne Garconniere in ruhiger Lage! Ab sofort!","30 m","369,40","1 Zimmer","8010
    
    
        Graz","MUNDWERK IMMOBILIEN GmbH"
"1598196147-2628","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=14&rows=100","Charmante 3-Zimmer-Wohnung mit separater Wohnküche im sanierten Altbaujuwel - WG-tauglich","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/charmante-3-zimmer-wohnung-mit-separater-wohnkueche-im-sanierten-altbaujuwel-wg-tauglich-401157612/","Charmante 3-Zimmer-Wohnung mit separater Wohnküche im sanierten Altbaujuwel - WG-tauglich","74 m","699,-","3 Zimmer","8020
    
    
        Graz","Imvest Immobilien Consulting GmbH & Co KG"
"1598196155-2929","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=11&rows=100","Erstbezug in Eggenberg für Familie oder Pärchen","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/erstbezug-in-eggenberg-fuer-familie-oder-paerchen-401541749/","Erstbezug in Eggenberg für Familie oder Pärchen","75 m","791,65","3 Zimmer","8020
    
    
        Graz","grazial.at - Ihre Immobilienvermittlung"
"1598196102-1069","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=30&rows=100","Schöne Wohnung mit 2 Balkonen in perfekter Innenstadt-Lage, ideal als Studenten-WG oder für Jungfamilien, ab...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/schoene-wohnung-mit-2-balkonen-in-perfekter-innenstadt-lage-ideal-als-studenten-wg-oder-fuer-jungfamilien-ab-sofort-zu-vermieten-397810296/","Schöne Wohnung mit 2 Balkonen in perfekter Innenstadt-Lage, ideal als Studenten-WG oder für Jungfamilien, ab...","96 m","965,-","3 Zimmer","8010
    
    
        Innere Stadt","Privat"
"1598196172-3518","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=5&rows=100","Nähe Graz_Hauptbahnhof! Gepflegte 3 Zimmerwohnung!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/naehe-graz-hauptbahnhof-gepflegte-3-zimmerwohnung-389225109/","Nähe Graz_Hauptbahnhof! Gepflegte 3 Zimmerwohnung!","61 m","523,04","3 Zimmer","8020
    
    
        Lend","Immo-Company Haas & Urban Immobilien GmbH"
"1598196122-1685","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=23&rows=100","Garten - 1 Zimmer - 30m2 - Parkplatz","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/garten-1-zimmer-30m2-parkplatz-379817854/","Garten - 1 Zimmer - 30m2 - Parkplatz","30 m","405,-","1 Zimmer","8010
    
    
        Graz","WAW Immobilienservices"
"1598196082-343","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=37&rows=100","TRAUMWOHNUNG ZUM VERLIEBEN - NEUE 2 ZIMMER ERSTBEZUGSWOHNUNG IN DEN...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/traumwohnung-zum-verlieben-neue-2-zimmer-erstbezugswohnung-in-den-reininghausgruenden-top-ausstattung-provisionsfrei-398837638/","TRAUMWOHNUNG ZUM VERLIEBEN - NEUE 2 ZIMMER ERSTBEZUGSWOHNUNG IN DEN...","51 m","683,23","2 Zimmer","8020
    
    
        Graz","teamneunzehn.at Immobilienmanagement GmbH & Co KG"
"1598196130-2033","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=20&rows=100","WG-Zimmer für Medizinstudenten*innen","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/wg-zimmer-fuer-medizinstudenten-innen-400051506/","WG-Zimmer für Medizinstudenten*innen","20 m","307,-","1 Zimmer","8047
    
    
        Graz","Privat"
"1598196172-3495","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=5&rows=100","5 Zimmer Mietwohnung von Privat Ideal für WG oder große Familie!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/5-zimmer-mietwohnung-von-privat-ideal-fuer-wg-oder-grosse-familie-402041512/","5 Zimmer Mietwohnung von Privat Ideal für WG oder große Familie!","117 m","1.150,-","5 Zimmer","8020
    
    
        Graz","Privat"
"1598196116-1491","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=25&rows=100","Neuwertige 3-Zimmer-Wohnung mit Balkon","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/neuwertige-3-zimmer-wohnung-mit-balkon-392457056/","Neuwertige 3-Zimmer-Wohnung mit Balkon","64 m","812,08","3 Zimmer","8020
    
    
        Graz","Immobilienmakler Purkarthofer Kienzl GmbH"
"1598196161-3084","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=9&rows=100","> KEIN MAKLERHONORAR > WG GEEIGNETE 3 ZIMMERWOHNUNG","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/-kein-maklerhonorar-gt-wg-geeignete-3-zimmerwohnung-402401570/","> KEIN MAKLERHONORAR > WG GEEIGNETE 3 ZIMMERWOHNUNG","79 m","945,85","3 Zimmer","8020
    
    
        Graz","DECUS Immobilien GmbH"
"1598196093-758","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=33&rows=100","Innenstadtnähe! Garconniere mit Südbalkon und Parkplatz!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/innenstadtnaehe-garconniere-mit-suedbalkon-und-parkplatz-390545575/","Innenstadtnähe! Garconniere mit Südbalkon und Parkplatz!","42 m","450,-","1 Zimmer","8010
    
    
        Graz","Elisabeth Sekyra Immobilien"
"1598196136-2208","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=18&rows=100","2 Zimmer Wo Graz Nord/ West","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/2-zimmer-wo-graz-nord-west-400405665/","2 Zimmer Wo Graz Nord/ West","63 m","640,-","2 Zimmer","8020
    
    
        Graz","Privat"
"1598196150-2690","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=13&rows=100","Helle 3 Zimmer Genossenschaftswohnung mit großem Westbalkon - Provisionsfrei -Erstbezug","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/helle-3-zimmer-genossenschaftswohnung-mit-grossem-westbalkon-provisionsfrei-erstbezug-375064953/","Helle 3 Zimmer Genossenschaftswohnung mit großem Westbalkon - Provisionsfrei -Erstbezug","69 m","878,-","3 Zimmer","8020
    
    
        Graz","afb immobilientreuhand gmbh"
"1598196153-2780","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=12&rows=100","Living City / Top 6 - Erstbezug mit Loggia Nähe Hauptbahnhof","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/living-city-top-6-erstbezug-mit-loggia-naehe-hauptbahnhof-381749301/","Living City / Top 6 - Erstbezug mit Loggia Nähe Hauptbahnhof","36 m","580,-","2 Zimmer","8020
    
    
        Graz","Wesiak Gesellschaft m.b.H."
"1598196096-798","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=32&rows=100","Perferkte 3 Zimmerwohnung - Geidorf - ab sofort","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/perferkte-3-zimmerwohnung-geidorf-ab-sofort-401800046/","Perferkte 3 Zimmerwohnung - Geidorf - ab sofort","69 m","749,87","3 Zimmer","8010
    
    
        Geidorf","MUNDWERK IMMOBILIEN GmbH"
"1598196087-531","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=35&rows=100","Die ruhige Wohnung - innenstadtnah - bezugsfertiger Altbau im Topzustand - Balkon - ideal für Singels oder...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/die-ruhige-wohnung-innenstadtnah-bezugsfertiger-altbau-im-topzustand-balkon-ideal-fuer-singels-oder-paerchen-396647855/","Die ruhige Wohnung - innenstadtnah - bezugsfertiger Altbau im Topzustand - Balkon - ideal für Singels oder...","60 m","650,-","2 Zimmer","8020
    
    
        Graz","Gewerblicher Anbieter"
